city,year_week,temp_mean,temp_max,temp_min,temp_range,precip_total,rain_total,snow_total,wind_max,gust_max,sunshine_hrs,rain_days,snow_days,is_rainy_week,is_snowy_week,is_cold,is_hot
Uppsala,2026-W06,-8.885714285714286,-4.2,-19.2,6.357142857142857,0.0,0.0,0.0,18.9,37.1,7.012113888888889,0,0,0,0,1,0
Uppsala,2026-W07,-10.328571428571427,-4.8,-20.6,6.014285714285714,1.2,0.0,0.91,16.5,32.4,18.45288611111111,0,0,0,0,1,0
Uppsala,2026-W08,-7.671428571428572,0.8,-16.5,9.314285714285715,4.8,0.3,3.15,26.2,49.0,38.529669444444444,0,1,0,1,1,0
Uppsala,2026-W09,0.25714285714285706,5.0,-8.8,4.4714285714285715,15.599999999999998,8.0,5.32,25.1,47.5,0.24760833333333335,2,2,0,1,0,0
Uppsala,2026-W10,3.0285714285714285,11.0,-2.5,8.828571428571427,1.2000000000000002,1.2000000000000002,0.0,27.4,57.2,58.43546666666667,0,0,0,0,0,0
Uppsala,2026-W11,4.257142857142857,10.1,-0.6,5.385714285714286,18.5,17.7,0.56,33.0,68.0,32.8724,3,0,1,0,0,0
Uppsala,2026-W12,5.0,12.2,-2.1,9.514285714285714,0.0,0.0,0.0,23.3,49.3,69.68780833333334,0,0,0,0,0,0
Uppsala,2026-W13,4.4714285714285715,10.6,-1.2,6.8428571428571425,7.6000000000000005,7.6000000000000005,0.0,26.9,59.8,37.16866944444444,1,0,0,0,0,0
Uppsala,2026-W14,4.257142857142857,13.2,-0.8,7.5,19.5,13.5,4.199999999999999,32.7,65.9,35.209825,3,2,1,1,0,0
Uppsala,2026-W15,3.8285714285714287,12.5,-4.0,10.557142857142859,1.3,1.3,0.0,30.5,66.2,74.77430833333334,0,0,0,0,0,0
Uppsala,2026-W16,7.542857142857143,15.6,-0.6,12.014285714285714,0.1,0.1,0.0,21.3,46.4,85.42221666666667,0,0,0,0,0,0
Uppsala,2026-W17,7.514285714285714,18.4,-2.4,11.514285714285714,2.0999999999999996,1.7000000000000002,0.28,31.5,65.5,84.14722499999999,0,0,0,0,0,0
Uppsala,2026-W18,9.528571428571428,23.9,-0.1,11.828571428571427,5.3,5.3,0.0,26.1,56.2,81.32813333333334,1,0,0,0,0,0
Uppsala,2026-W19,8.4,15.5,-2.0,12.028571428571428,4.2,4.2,0.0,22.6,49.7,96.04400833333334,1,0,0,0,0,0
Uppsala,2026-W20,8.971428571428572,14.9,4.9,6.314285714285715,26.8,26.8,0.0,25.9,56.5,63.93046388888888,4,0,1,0,0,0
Uppsala,2026-W21,14.12857142857143,22.8,5.0,10.171428571428573,8.2,8.2,0.0,27.3,56.2,103.17065,2,0,0,0,0,0
Uppsala,2026-W22,14.042857142857143,23.3,6.9,9.771428571428572,4.6000000000000005,4.6000000000000005,0.0,28.0,76.7,104.45563333333334,1,0,0,0,0,0
Uppsala,2026-W23,16.414285714285715,23.0,9.6,8.114285714285714,8.0,8.0,0.0,24.0,52.6,93.29915833333334,2,0,0,0,0,0
Uppsala,2026-W24,14.957142857142857,22.7,10.1,7.3428571428571425,27.8,27.8,0.0,27.6,59.4,97.40977777777778,3,0,1,0,0,0
Uppsala,2026-W25,16.97142857142857,27.3,9.2,8.442857142857143,21.3,21.3,0.0,22.7,51.1,97.76530555555556,2,0,0,0,0,0
Uppsala,2026-W26,19.67142857142857,28.4,11.6,9.257142857142856,7.7,7.7,0.0,23.9,52.9,108.13493055555556,2,0,0,0,0,0
Uppsala,2026-W27,17.771428571428572,27.5,10.4,7.914285714285714,41.8,41.8,0.0,22.3,47.9,93.29612222222222,4,0,1,0,0,0
Uppsala,2026-W28,15.785714285714286,25.2,8.0,9.37142857142857,2.7,2.7,0.0,22.4,49.0,114.66342499999999,0,0,0,0,0,0
Uppsala,2026-W29,19.957142857142856,29.9,11.5,10.799999999999999,4.1,4.1,0.0,24.8,54.7,88.70916111111111,1,0,0,0,0,0
Uppsala,2026-W30,15.957142857142857,23.2,9.4,7.357142857142857,14.5,14.5,0.0,25.8,54.7,72.28071944444444,2,0,0,0,0,0
Uppsala,2026-W31,18.457142857142856,27.3,11.5,8.928571428571429,3.5,3.5,0.0,24.4,52.6,95.82289444444444,1,0,0,0,0,0
Uppsala,2026-W32,17.914285714285715,23.6,10.5,8.871428571428572,2.0,2.0,0.0,29.1,65.5,98.0922361111111,0,0,0,0,0,0
Uppsala,2026-W33,17.97142857142857,27.5,9.4,10.114285714285714,8.899999999999999,8.899999999999999,0.0,23.0,51.5,93.55399444444444,1,0,0,0,0,0
Uppsala,2026-W34,14.799999999999999,20.3,8.2,9.157142857142858,6.800000000000001,6.800000000000001,0.0,21.8,48.6,87.17402222222222,1,0,0,0,0,0
Uppsala,2026-W35,16.057142857142857,22.8,8.2,9.6,18.3,18.3,0.0,22.2,46.1,75.96397222222222,2,0,0,0,0,0
Uppsala,2026-W36,15.12857142857143,21.0,9.2,8.342857142857143,12.0,12.0,0.0,21.3,43.6,78.78767222222223,3,0,1,0,0,0
Uppsala,2026-W37,13.342857142857143,19.6,8.6,5.985714285714286,31.799999999999997,19.2,0.0,31.4,66.2,58.38471388888888,2,0,0,0,0,0
Uppsala,2026-W38,11.15,15.3,7.2,5.475,5.3999999999999995,4.2,0.0,33.5,72.7,35.924925,1,0,0,0,0,0
Västerås,2024-W36,18.016666666666666,26.6,10.7,11.549999999999999,0.0,0.0,0.0,16.0,36.7,67.81581944444444,0,0,0,0,0,0
Västerås,2024-W37,13.12857142857143,22.5,4.3,8.299999999999999,27.0,27.0,0.0,21.0,44.6,62.58009166666667,2,0,0,0,0,0
Västerås,2024-W38,11.557142857142859,20.5,3.0,10.814285714285715,0.5,0.5,0.0,12.1,26.6,52.71761388888889,0,0,0,0,0,0
Västerås,2024-W39,10.314285714285715,19.0,1.9,6.885714285714286,46.9,46.9,0.0,24.1,55.4,49.897825,3,0,1,0,0,0
Västerås,2024-W40,6.557142857142857,13.7,-1.4,10.214285714285714,0.0,0.0,0.0,21.4,46.4,57.499736111111105,0,0,0,0,0,0
Västerås,2024-W41,8.414285714285715,12.3,2.7,4.628571428571428,55.3,55.3,0.0,17.8,36.0,21.627930555555555,3,0,1,0,0,0
Västerås,2024-W42,7.2,14.7,0.1,6.785714285714286,1.3,1.3,0.0,15.3,33.1,39.318536111111115,0,0,0,0,0,0
Västerås,2024-W43,10.171428571428573,14.7,6.6,4.042857142857143,9.4,9.4,0.0,28.2,63.7,39.67471111111111,1,0,0,0,0,0
Västerås,2024-W44,6.714285714285714,13.8,-1.0,8.071428571428571,2.2,2.2,0.0,27.1,63.0,38.28176666666667,0,0,0,0,0,0
Västerås,2024-W45,4.385714285714286,8.9,-0.1,4.8999999999999995,0.5,0.5,0.0,13.9,30.6,20.297775,0,0,0,0,0,0
Västerås,2024-W46,4.171428571428572,10.1,-0.1,4.942857142857143,1.4000000000000001,1.4000000000000001,0.0,31.0,64.4,36.68799166666667,0,0,0,0,0,0
Västerås,2024-W47,-2.9285714285714284,4.5,-9.2,6.357142857142857,13.200000000000001,10.9,1.61,30.6,63.4,20.413230555555554,1,1,0,1,1,0
Västerås,2024-W48,3.9285714285714284,11.2,-5.6,4.714285714285714,9.200000000000001,9.200000000000001,0.0,29.6,59.8,5.646077777777778,1,0,0,0,0,0
Västerås,2024-W49,-1.9714285714285715,6.4,-11.0,5.028571428571429,15.1,9.8,3.7100000000000004,23.7,46.8,17.090430555555553,2,1,0,1,1,0
Västerås,2024-W50,-2.9,3.3,-9.8,6.457142857142857,4.1000000000000005,1.1,2.1,24.1,46.8,23.051369444444443,0,1,0,1,1,0
Västerås,2024-W51,1.3,7.6,-4.9,5.514285714285714,21.599999999999998,10.100000000000001,8.05,35.6,69.5,14.386158333333332,2,2,0,1,0,0
Västerås,2024-W52,3.6714285714285713,7.7,-1.1,2.8285714285714287,9.2,2.5,4.69,27.6,57.2,2.6459972222222223,0,1,0,1,0,0
Västerås,2025-W01,-7.3999999999999995,6.0,-17.2,5.128571428571428,14.399999999999999,1.2,9.24,23.8,52.2,30.908391666666667,0,2,0,1,1,0
Västerås,2025-W02,-3.357142857142857,2.7,-14.4,5.700000000000001,18.4,1.0,12.18,33.5,64.8,14.926619444444444,0,4,0,1,1,0
Västerås,2025-W03,1.6142857142857143,6.0,-9.3,6.057142857142857,0.0,0.0,0.0,30.0,58.3,26.633791666666667,0,0,0,0,0,0
Västerås,2025-W04,1.3857142857142857,5.9,-2.4,2.8142857142857145,15.200000000000001,10.6,3.2199999999999998,28.7,58.3,10.394,2,1,0,1,0,0
Västerås,2025-W05,-0.6714285714285714,2.5,-7.2,3.9142857142857146,19.6,16.5,2.17,21.0,41.0,24.27528888888889,1,1,0,1,1,0
Västerås,2025-W06,-0.5428571428571428,5.8,-5.4,4.757142857142857,2.2,0.1,1.47,20.9,42.1,18.121780555555556,0,1,0,1,1,0
Västerås,2025-W07,-5.128571428571428,1.8,-12.2,6.557142857142858,0.6,0.1,0.35,23.4,49.0,43.47242222222222,0,0,0,0,1,0
Västerås,2025-W08,-2.2142857142857144,7.6,-11.2,7.542857142857143,2.8,1.3,1.05,19.1,41.4,36.17366944444445,0,1,0,1,1,0
Västerås,2025-W09,2.357142857142857,9.0,-3.0,6.3999999999999995,5.6000000000000005,5.6000000000000005,0.0,22.8,45.4,28.21492222222222,1,0,0,0,0,0
Västerås,2025-W10,6.814285714285715,12.7,1.1,7.942857142857142,0.2,0.2,0.0,33.6,68.0,53.08817777777777,0,0,0,0,0,0
Västerås,2025-W11,0.0142857142857143,6.1,-6.9,6.285714285714286,4.9,2.7,1.6099999999999999,29.5,62.3,35.784622222222225,1,0,0,0,0,0
Västerås,2025-W12,2.957142857142857,12.9,-4.6,10.942857142857141,0.0,0.0,0.0,25.3,52.9,77.72373333333333,0,0,0,0,0,0
Västerås,2025-W13,5.542857142857143,13.1,-5.1,7.7,1.0,1.0,0.0,24.6,54.0,47.87216111111111,0,0,0,0,0,0
Västerås,2025-W14,6.314285714285715,19.2,-1.4,12.742857142857144,0.0,0.0,0.0,23.8,53.3,75.93344166666667,0,0,0,0,0,0
Västerås,2025-W15,6.242857142857143,16.4,-3.0,10.514285714285714,0.0,0.0,0.0,26.5,57.2,63.36235277777778,0,0,0,0,0,0
Västerås,2025-W16,9.614285714285714,18.7,0.6,8.528571428571428,16.8,16.8,0.0,27.4,58.3,44.932919444444444,2,0,0,0,0,0
Västerås,2025-W17,6.157142857142857,16.5,-1.0,8.957142857142857,4.2,4.0,0.14,27.5,58.0,52.035286111111105,0,0,0,0,0,0
Västerås,2025-W18,10.242857142857144,17.2,3.0,8.857142857142858,2.7,2.7,0.0,33.2,70.6,75.7264,0,0,0,0,0,0
Västerås,2025-W19,7.528571428571429,13.4,0.1,8.528571428571428,2.2,2.2,0.0,24.1,50.0,50.49458333333333,0,0,0,0,0,0
Västerås,2025-W20,11.200000000000001,18.6,6.1,8.585714285714285,4.7,4.7,0.0,29.3,63.0,97.26498055555555,1,0,0,0,0,0
Västerås,2025-W21,9.62857142857143,21.9,3.5,8.4,27.6,27.3,0.21,22.5,46.4,70.64157222222222,3,0,1,0,0,0
Västerås,2025-W22,12.971428571428572,19.9,4.9,9.9,10.7,10.7,0.0,26.8,56.2,95.36338611111111,2,0,0,0,0,0
Västerås,2025-W23,13.700000000000001,20.1,7.3,7.671428571428572,14.7,14.7,0.0,37.4,77.4,88.525,2,0,0,0,0,0
Västerås,2025-W24,14.299999999999999,25.0,4.6,10.700000000000001,16.5,16.5,0.0,19.1,43.6,111.3656388888889,2,0,0,0,0,0
Västerås,2025-W25,16.014285714285712,22.2,7.5,8.485714285714286,8.200000000000001,8.200000000000001,0.0,25.2,54.0,105.29502500000001,2,0,0,0,0,0
Västerås,2025-W26,15.5,23.0,9.9,7.042857142857144,74.10000000000001,74.10000000000001,0.0,28.7,61.6,66.82341111111111,4,0,1,0,0,0
Västerås,2025-W27,16.17142857142857,25.0,8.9,8.542857142857143,33.9,33.9,0.0,35.3,76.0,82.04551388888889,3,0,1,0,0,0
Västerås,2025-W28,16.614285714285717,23.7,9.6,10.27142857142857,11.6,11.6,0.0,26.2,55.8,86.14133611111112,3,0,1,0,0,0
Västerås,2025-W29,20.614285714285717,27.8,13.1,10.642857142857142,14.899999999999999,14.899999999999999,0.0,22.7,47.2,101.768925,2,0,0,0,0,1
Västerås,2025-W30,21.25714285714286,27.3,14.2,9.799999999999999,7.3,7.3,0.0,17.3,44.3,110.17186111111111,1,0,0,0,0,1
Västerås,2025-W31,18.7,24.4,14.5,7.1000000000000005,65.4,65.4,0.0,23.3,53.6,74.203625,4,0,1,0,0,0
Västerås,2025-W32,17.04285714285714,22.0,12.5,6.771428571428572,22.7,22.7,0.0,26.4,61.6,101.85324166666666,2,0,0,0,0,0
Västerås,2025-W33,17.385714285714286,27.0,9.0,9.9,6.5,6.5,0.0,29.4,68.8,94.69944166666667,1,0,0,0,0,0
Västerås,2025-W34,13.12857142857143,24.3,6.2,8.457142857142857,6.5,6.5,0.0,24.5,51.8,70.53076666666666,1,0,0,0,0,0
Västerås,2025-W35,14.0,20.5,5.7,8.571428571428571,1.8,1.8,0.0,20.9,45.7,70.63085833333334,0,0,0,0,0,0
Västerås,2025-W36,17.114285714285717,24.0,11.2,8.285714285714286,16.599999999999998,16.599999999999998,0.0,18.6,44.3,63.28893611111111,2,0,0,0,0,0
Västerås,2025-W37,15.857142857142858,22.3,9.3,7.428571428571429,38.1,38.1,0.0,34.8,72.0,54.94406111111111,2,0,0,0,0,0
Västerås,2025-W38,14.6,19.6,8.6,6.357142857142857,18.6,18.6,0.0,25.5,55.8,56.17823333333334,2,0,0,0,0,0
Västerås,2025-W39,9.414285714285715,17.5,2.0,11.471428571428572,0.1,0.1,0.0,19.8,43.2,77.42799444444444,0,0,0,0,0,0
Västerås,2025-W40,8.428571428571429,13.8,2.0,7.514285714285713,21.200000000000003,21.200000000000003,0.0,29.2,61.6,44.422108333333334,2,0,0,0,0,0
Västerås,2025-W41,10.042857142857143,15.8,3.7,7.628571428571429,6.3999999999999995,6.3999999999999995,0.0,25.7,53.6,46.78859444444444,1,0,0,0,0,0
Västerås,2025-W42,4.642857142857143,13.4,-2.8,7.957142857142856,0.6,0.6,0.0,16.8,32.4,41.83607222222222,0,0,0,0,0,0
Västerås,2025-W43,8.214285714285714,13.2,0.4,4.742857142857143,27.9,27.9,0.0,21.5,45.4,22.94525,4,0,1,0,0,0
Västerås,2025-W44,5.857142857142857,10.5,0.6,3.6857142857142855,29.6,29.6,0.0,20.5,40.7,9.377849999999999,3,0,1,0,0,0
Västerås,2025-W45,8.5,13.3,3.5,3.9428571428571426,7.5,7.5,0.0,24.5,49.7,3.892691666666667,2,0,0,0,0,0
Västerås,2025-W46,2.871428571428571,10.5,-4.3,4.814285714285714,8.1,8.1,0.0,24.5,52.6,20.152283333333333,1,0,0,0,0,0
Västerås,2025-W47,-3.771428571428572,3.2,-13.3,6.442857142857143,3.6999999999999997,0.30000000000000004,2.38,23.1,45.4,20.85332222222222,0,1,0,1,1,0
Västerås,2025-W48,0.7571428571428572,7.9,-5.8,4.114285714285715,15.899999999999999,13.1,1.96,27.5,56.2,9.171697222222223,2,1,0,1,0,0
Västerås,2025-W49,3.642857142857143,5.6,1.9,2.214285714285714,15.5,15.5,0.0,19.3,36.7,0.9173916666666667,2,0,0,0,0,0
Västerås,2025-W50,4.8999999999999995,9.1,1.3,4.0,22.599999999999998,22.599999999999998,0.0,27.3,55.1,0.0,5,0,1,0,0,0
Västerås,2025-W51,5.6571428571428575,9.0,-1.2,3.7857142857142856,6.6000000000000005,6.6000000000000005,0.0,24.5,50.0,7.634397222222223,1,0,0,0,0,0
Västerås,2025-W52,-0.6285714285714287,4.3,-5.3,4.8,0.0,0.0,0.0,32.1,65.9,28.129147222222223,0,0,0,0,1,0
Västerås,2026-W01,-3.3714285714285714,1.6,-8.1,3.957142857142857,30.3,0.1,21.21,29.7,57.6,16.50808888888889,0,3,0,1,1,0
Västerås,2026-W02,-7.528571428571429,-1.8,-13.0,5.057142857142857,4.7,0.0,3.3600000000000003,24.9,47.5,10.732275,0,1,0,1,1,0
Västerås,2026-W03,-0.7285714285714286,2.6,-9.7,2.5714285714285716,14.4,5.9,5.95,24.4,47.2,0.8321388888888889,1,1,0,1,1,0
Västerås,2026-W04,-3.414285714285714,0.5,-6.2,2.914285714285714,1.5,0.2,0.91,21.9,43.9,1.8582555555555555,0,0,0,0,1,0
Västerås,2026-W05,-7.971428571428571,-4.2,-13.3,4.957142857142857,0.2,0.0,0.14,15.8,30.6,19.51671111111111,0,0,0,0,1,0
Västerås,2026-W06,-8.714285714285714,-4.1,-18.2,6.085714285714286,0.2,0.0,0.14,19.9,39.6,8.442,0,0,0,0,1,0
Västerås,2026-W07,-10.157142857142857,-5.1,-20.9,7.071428571428571,0.9,0.0,0.63,16.0,32.8,18.84000833333333,0,0,0,0,1,0
Västerås,2026-W08,-7.442857142857143,1.2,-17.7,9.557142857142855,2.4,0.4,1.4,23.2,46.1,32.75311388888889,0,1,0,1,1,0
Västerås,2026-W09,0.7428571428571429,5.2,-7.0,4.085714285714286,13.7,10.1,2.52,24.3,47.5,2.622786111111111,1,1,0,1,0,0
Västerås,2026-W10,3.1142857142857143,11.2,-2.0,8.628571428571428,0.7,0.7,0.0,27.4,56.9,58.32921666666667,0,0,0,0,0,0
Västerås,2026-W11,4.3428571428571425,10.5,-2.3,6.071428571428571,10.8,10.8,0.0,28.7,57.2,27.825813888888888,1,0,0,0,0,0
Västerås,2026-W12,5.014285714285714,12.4,-2.3,9.542857142857143,0.2,0.2,0.0,22.6,47.9,63.58497777777778,0,0,0,0,0,0
Västerås,2026-W13,4.328571428571428,10.6,-1.6,7.299999999999999,13.9,13.7,0.14,26.4,53.6,36.729727777777775,1,0,0,0,0,0
Västerås,2026-W14,4.3,13.0,-0.9,7.799999999999999,27.2,16.2,7.7,33.6,67.7,32.535408333333336,3,2,1,1,0,0
Västerås,2026-W15,4.085714285714286,12.2,-4.3,10.628571428571428,0.7,0.7,0.0,34.4,72.4,85.40353611111111,0,0,0,0,0,0
Västerås,2026-W16,7.685714285714285,15.5,-0.3,11.828571428571427,1.2000000000000002,1.2000000000000002,0.0,23.3,50.8,81.86123611111111,0,0,0,0,0,0
Västerås,2026-W17,7.971428571428571,16.8,-2.0,11.585714285714285,5.5,3.8000000000000003,1.19,29.0,64.4,86.38139722222223,1,1,0,1,0,0
Västerås,2026-W18,9.771428571428572,23.8,0.3,12.314285714285715,4.9,4.9,0.0,27.9,58.3,77.4410861111111,1,0,0,0,0,0
Västerås,2026-W19,8.542857142857143,15.4,-2.8,11.957142857142857,4.0,4.0,0.0,23.2,50.4,96.13991388888888,1,0,0,0,0,0
Västerås,2026-W20,8.242857142857144,14.6,3.7,6.571428571428571,38.9,38.9,0.0,24.8,51.5,54.09385,4,0,1,0,0,0
Västerås,2026-W21,14.357142857142858,22.3,4.4,10.971428571428572,4.4,4.4,0.0,26.9,58.7,111.36039166666667,1,0,0,0,0,0
Västerås,2026-W22,14.842857142857143,22.8,6.7,9.857142857142858,0.6,0.6,0.0,28.3,62.6,106.91845,0,0,0,0,0,0
Västerås,2026-W23,16.014285714285712,22.4,11.0,7.542857142857143,23.8,23.8,0.0,22.5,49.0,89.21858888888889,3,0,1,0,0,0
Västerås,2026-W24,14.228571428571428,21.5,8.6,7.014285714285715,31.6,31.6,0.0,26.7,57.6,98.64155000000001,4,0,1,0,0,0
Västerås,2026-W25,16.74285714285714,26.5,9.3,8.714285714285714,17.5,17.5,0.0,19.7,47.9,102.6991,2,0,0,0,0,0
Västerås,2026-W26,19.885714285714283,26.9,11.6,9.4,6.699999999999999,6.699999999999999,0.0,20.6,45.4,117.14402777777778,1,0,0,0,0,0
Västerås,2026-W27,17.571428571428573,25.9,11.0,8.27142857142857,33.6,33.6,0.0,24.3,51.8,99.20681111111111,2,0,0,0,0,0
Västerås,2026-W28,16.114285714285714,26.3,7.2,10.457142857142857,3.0,3.0,0.0,22.3,49.3,120.66131944444444,1,0,0,0,0,0
Västerås,2026-W29,19.485714285714288,29.7,10.5,11.3,9.0,9.0,0.0,24.2,52.6,89.40255555555555,2,0,0,0,0,0
Västerås,2026-W30,16.071428571428573,23.2,9.1,8.442857142857141,5.1,5.1,0.0,24.9,54.0,78.48103333333333,1,0,0,0,0,0
Västerås,2026-W31,18.599999999999998,29.7,11.3,9.885714285714286,3.9,3.9,0.0,24.5,54.0,103.46098333333333,0,0,0,0,0,0
Västerås,2026-W32,17.514285714285716,23.6,10.4,9.257142857142856,6.5,6.5,0.0,28.5,62.6,97.54332777777778,1,0,0,0,0,0
Västerås,2026-W33,18.0,28.5,8.8,10.842857142857143,3.6,3.6,0.0,24.3,52.9,97.67736388888889,1,0,0,0,0,0
Västerås,2026-W34,15.114285714285716,21.3,7.6,10.157142857142858,6.3,6.3,0.0,18.0,41.0,89.54105277777778,1,0,0,0,0,0
Västerås,2026-W35,16.414285714285715,23.1,8.9,10.200000000000001,16.099999999999998,16.099999999999998,0.0,22.0,45.4,76.36913888888888,2,0,0,0,0,0
Västerås,2026-W36,15.185714285714285,21.3,9.1,8.32857142857143,12.9,12.9,0.0,21.9,48.2,74.67840277777778,1,0,0,0,0,0
Västerås,2026-W37,13.285714285714286,19.3,8.2,6.557142857142857,21.9,17.099999999999998,0.0,25.5,56.2,66.93258055555556,2,0,0,0,0,0
Västerås,2026-W38,11.274999999999999,15.9,7.1,5.800000000000001,4.8,4.2,0.0,27.9,67.3,40.77948055555555,1,0,0,0,0,0
